קוד בנק,שם בנק,קוד סניף,שם סניף,כתובת סניף,יישוב,מיקוד,ת.ד,טלפון,פקס,טלפון חינם,גישה לנכים,יום סגור,סיווג הסניף,תאריך פתיחה,תאריך סגירה,בנק ממזג,סניף ממזג,קואורדינטת X,קואורדינטת Y
12,בנק הפועלים בע"מ,715,חצור,ההסתדרות 1 ,חצור הגלילית,,,04-6915570,,,כן,יום ו,רגיל,01/01/1949,,,,32.981502,35.544873
12,בנק הפועלים בע"מ,716,נהריה,שד' הגעתון 37 ,נהרייה,,,04-9959266,,,כן,יום ו,רגיל,01/01/1949,,,,33.006614,35.092999
12,בנק הפועלים בע"מ,717,בית שאן,ירושלים הבירה 13 ,בית שאן,,,04-6489070,,,כן,יום ו,רגיל,01/01/1949,,,,32.49686,35.496727
12,בנק הפועלים בע"מ,718,קרית שמונה,צומת המצודות  עמית סנטר 0 ,קריית שמונה,,,04-6955980,,,לא,יום ו,רגיל,01/01/1949,,,,33.222429,35.575485
12,בנק הפועלים בע"מ,719,קרית טבעון-הנשיא,יהודה הנשיא 1 ,קריית טבעון,,,04-9039228,,,כן,יום ו,רגיל,01/01/1949,,,,32.714822,35.125484
12,בנק הפועלים בע"מ,720,קרית חיים,שד' אח"י אילת 24 ,חיפה,,,04-8476350,,,כן,יום ו,רגיל,01/01/1949,07/07/2021,,,32.820788,35.071172
12,בנק הפועלים בע"מ,721,קרית אתא,העצמאות 37 ,קריית אתא,,,04-8479050,,,כן,יום ו,רגיל,01/01/1949,,,,32.803596,35.103703
12,בנק הפועלים בע"מ,722,יקנעם,שד' רבין 9 ,יקנעם עילית,,,04-9598055,,,כן,יום ו,רגיל,01/01/1949,,,,32.642576,35.092311
12,בנק הפועלים בע"מ,723,טבריה,הירדן 5 ,טבריה,,,04-6798488,,,כן,יום ו,רגיל,30/08/2017,,,,32.788466,35.541554
12,בנק הפועלים בע"מ,726,נצרת,פאולוס השישי 701 ,נצרת,,,04-6477300,,,כן,יום א,רגיל,01/01/1949,,,,32.697818,35.293081
12,בנק הפועלים בע"מ,727,עפולה,הפרסה 1 ,עפולה,,,04-6524615,,,כן,יום ו,רגיל,01/01/1949,,,,32.602649,35.294007
12,בנק הפועלים בע"מ,728,מגדל העמק,דרך העמק 7 ,מגדל העמק,,,04-6448055,,,כן,יום ו,רגיל,15/02/1995,,,,32.676219,35.239999
12,בנק הפועלים בע"מ,729,קרית מוצקין,שד' משה גושן 19 ,קריית מוצקין,,,04-8780645,,,כן,יום ו,רגיל,01/01/1949,,,,32.825095,35.076251
12,בנק הפועלים בע"מ,731,שפרעם,ג'ונבלאט שכונת אלעיין 0 ,שפרעם,,,04-9059528,,,כן,יום א,רגיל,01/01/1949,,,,32.804748,35.172863
12,בנק הפועלים בע"מ,732,מעלות תרשיחא,שלמה שרירא  קניון צים 3 ,מעלות-תרשיחא,,,04-9578050,,,כן,יום ו,רגיל,16/11/2010,,,,33.021426,35.280168
12,בנק הפועלים בע"מ,733,נוף הגליל,חרמון 1 ,נוף הגליל                ,,,04-6027200,,,כן,יום ו,רגיל,01/01/1949,28/04/2021,,,32.709152,35.313296
12,בנק הפועלים בע"מ,736,ככר פריז,פלי"ם 2 ,חיפה,,,04-8681407,,,כן,יום ו,רגיל,01/01/1949,,,,32.817106,35
12,בנק הפועלים בע"מ,738,עפולה עלית,מרכז מסחרי קפלן 1 ,עפולה,,,04-6098228,,,לא,יום ו,רגיל,01/01/1949,,,,32.51273,34.905446
12,בנק הפועלים בע"מ,741,קיסריה,מרכז מסחרי 0 ,קיסריה,,,04-6102227,,,כן,יום ו,רגיל,10/05/1995,12/07/2021,,,32.698678,35.056683
12,בנק הפועלים בע"מ,742,דלית אל כרמל-עוספיה,עלי מול (הקניון החדש) כביש עוקף דליה 672 0 ,דאלית אל-כרמל,,,04-8109250,,,כן,יום א,רגיל,01/01/1949,,,,32.69939,35.05725
12,בנק הפועלים בע"מ,743,שרת,משה שרת 6 ,קריית ים,,,04-8749451,,,כן,יום ו,רגיל,01/01/1949,,,,32.8429665506644,35.0677431417064
12,בנק הפועלים בע"מ,744,מג'דל שמס,קניון פריד  אזור התעשיה 0 ,מג'דל שמס,,6,04-6875218,,,כן,יום א,רגיל,01/01/1949,,,,32.842767,35.091027
12,בנק הפועלים בע"מ,746,הקריון,דרך עכו 192 ,קריית ביאליק,,,04-8789954,,,כן,יום ו,רגיל,01/01/1949,,,,32.919548,35.303738
12,בנק הפועלים בע"מ,747,כרמיאל,הגליל 6 ,כרמיאל,,,04-9900785,,,כן,יום ו,רגיל,01/01/1949,,,,31.754546,35.221029
12,בנק הפועלים בע"מ,748,תלפיות,דרך חברון 101 ,ירושלים,,,02-5683550,,,לא,יום ו,רגיל,01/01/1949,,,,32.330785,34.851338
12,בנק הפועלים בע"מ,749,הים,ככר העצמאות 11 ,נתניה,4227128,,09-8602023,,,לא,יום ו,רגיל,01/01/1949,,,,32.330785,34.851338
12,בנק הפועלים בע"מ,752,התעשיה האוירית,נתב"ג  ת"ד 101 0 ,לוד,,,03-9718019,,,כן,יום ו,רגיל,01/01/1949,,,,32.004418,34.907585
12,בנק הפועלים בע"מ,754,פנקס,פנקס 32 ,תל אביב -יפו,,,03-5421324,,,כן,יום ו,רגיל,01/01/1949,,,,32.090841,34.787222
12,בנק הפועלים בע"מ,755,יזרעאליה,חניתה 40 ,חיפה,,,04-8291200,,,כן,יום ו,רגיל,01/01/1949,,,,32.792211,35.012464
12,בנק הפועלים בע"מ,757,הפארק,ירושלים 34 ,רעננה,,,09-7701790,,,כן,יום ו,רגיל,01/01/1949,28/12/2020,,,32.180807,34.873686
12,בנק הפועלים בע"מ,758,ששת הימים,קרן היסוד 1 ,חולון,,,03-5576780,,,כן,יום ו,רגיל,01/01/1949,,,,32.008384,34.791827
12,בנק הפועלים בע"מ,761,חיים עוזר,חיים עוזר 22 ,פתח תקווה,,,03-9394398,,,כן,יום ו,רגיל,01/01/1949,29/11/2022,,,32.087578,34.887016
12,בנק הפועלים בע"מ,762,יבנה,שד' דואני 46 ,יבנה,,,08-9425240,,,לא,יום ו,רגיל,11/10/2011,,,,31.868865,34.745527
12,בנק הפועלים בע"מ,763,ערד,חן 32 ,ערד,,,08-9970656,,,לא,יום ו,רגיל,15/12/2009,,,,31.257191,35.210256
12,בנק הפועלים בע"מ,765,מרכז שירות עסקי חולון 765,הרוקמים 26 ,חולון,5885849,,03-7140300,,,כן,יום ו,מיוחד,31/12/1948,,,,32.007879,34.800838
12,בנק הפועלים בע"מ,766,גור,דב גור 29 ,אשדוד,,,08-8548037,,,לא,יום ו,רגיל,01/01/1949,,,,31.792864,34.652901
12,בנק הפועלים בע"מ,767,בי אונליין,הצבר 5 ,אזור,,,03-6501517,,,כן,יום ו,מיוחד,08/11/2015,,,,32.030538,34.797431
12,בנק הפועלים בע"מ,768,נוה-ים,הנחשול 30 ,ראשון לציון,,,03-9637151,,,כן,יום ו,רגיל,29/01/1997,,,,31.984416,34.782751
12,בנק הפועלים בע"מ,769,נוה מגן,טרומפלדור 5 ,רמת השרון,,,03-5481445,,,כן,יום ו,רגיל,01/01/1949,10/03/2021,,,32.136358,34.844572
12,בנק הפועלים בע"מ,770,האשל,אברהם אבינו 99 ,באר שבע,,,08-6406870,,,כן,יום ו,רגיל,01/01/1949,,,,31.270243,34.795847
12,בנק הפועלים בע"מ,771,עיר ימים,נתן יונתן 10 ,נתניה,,,09-8631040,,,כן,יום ו,רגיל,01/01/1949,,,,32.279324,34.840489
12,בנק הפועלים בע"מ,772,לינקולן,דרך מנחם בגין 37 ,תל אביב -יפו,,,03-6232636,,,כן,יום ו,רגיל,01/01/1949,,,,32.064864,34.782231
12,בנק הפועלים בע"מ,773,נוה רם,הירדן 29 ,רמת גן,,,03-6711200,,,לא,יום ו,רגיל,01/01/1949,,,,32.066701,34.828537
12,בנק הפועלים בע"מ,774,נמל תעופה בן גוריון,טרמינל 3 ,לוד,,131,03-9722770,,,כן,יום ו,רגיל,01/01/1949,,,,32.00069,34.870872
12,בנק הפועלים בע"מ,778,אביבים,ברודצקי 43 ,תל אביב -יפו,,,03-6462640,,,כן,יום ו,רגיל,01/01/1949,,,,32.111952,34.797727
12,בנק הפועלים בע"מ,780,יצחק שדה,יגאל אלון 65 ,תל אביב -יפו,,,03-6231729,,,כן,יום ו,מיוחד,01/01/1949,,,,32.066045,34.792528
12,בנק הפועלים בע"מ,781,מונטיפיורי,מונטיפיורי 39 ,תל אביב -יפו,,,03-5645769,,,כן,יום ו,רגיל,01/01/1949,,,,32.065827,34.773984
12,בנק הפועלים בע"מ,782,רחביה,עזה 38 ,ירושלים,,,02-5698554,,,כן,יום ו,רגיל,03/08/2010,,,,31.772115,35.213781
12,בנק הפועלים בע"מ,784,הגבעה הצרפתית,ההגנה 21 ,ירושלים,,,02-5320733,,,כן,יום ו,רגיל,01/01/1949,,,,31.802257,35.238322
12,בנק הפועלים בע"מ,791,המפרץ,חלוצי התעשיה 3 ,חיפה,,,04-8471053,,,כן,יום ו,רגיל,01/01/1949,,,,32.811039,35.067987
12,בנק הפועלים בע"מ,794,מרכז תפעולי ארצי לסחר חוץ,המסגר 40 ,תל אביב -יפו,,,03-7146600,,,לא,יום ו,מיוחד,31/12/1991,,,,32.064672,34.786142
12,בנק הפועלים בע"מ,795,האגף לניירות ערך ונכסים פיננסיים,יהודה הלוי 62 ,תל אביב -יפו,,,03-5675522,,,כן,יום ו,מיוחד,31/12/1991,,,,32.066157,34.778936
12,בנק הפועלים בע"מ,797,ניירות ערך-תפעול,יהודה הלוי 62 ,תל אביב -יפו,,,03-5675792,,,לא,יום ו,מיוחד,01/01/1949,,,,32.066157,34.778936
12,בנק הפועלים בע"מ,799,הנהלה ראשית,שד' רוטשילד 50 ,תל אביב -יפו,,,03-5673333,,,כן,יום ו,מיוחד,25/11/2008,,,,32.064041,34.77539
12,בנק הפועלים בע"מ,877,פועלים בטלפון,המצודה 10 ,אזור,,,03-6532407,,,כן,יום ו,מיוחד,16/03/2002,,,,32.029659,34.797651
12,בנק הפועלים בע"מ,980,שלוחת קרית עקרון,הרצל 42 ,קריית עקרון,,,*2407,,,כן,יום ו,מיוחד,22/04/2021,,,,31.860445,34.822563
12,בנק הפועלים בע"מ,981,שלוחת רמת אפעל,שד' אורנים 10 ,רמת גן,,,*2407,,,כן,יום ו,מיוחד,09/12/2021,,,,32.04636,34.834299
12,בנק הפועלים בע"מ,982,שלוחת אכסאל,רחוב ראשי 0 ,אכסאל,,,*2407,,,כן,יום א,מיוחד,11/11/2021,,,,32.680144,35.322463
12,בנק הפועלים בע"מ,983,שלוחת אבן יהודה,המייסדים 62 ,אבן יהודה,,,*2407,,,כן,יום ו,מיוחד,11/11/2021,,,,32.26994,34.88863
12,בנק הפועלים בע"מ,984,שלוחת קיסריה,מרכז מסחרי 0 ,קיסריה,,,*2407,,,כן,יום ו,מיוחד,12/07/2022,,,,32.698678,35.056683
12,בנק הפועלים בע"מ,985,שלוחת גן יבנה,המגינים 56 ,גן יבנה,,,*2407,,,כן,יום ו,מיוחד,15/09/2022,,,,31.789545,34.714348
12,בנק הפועלים בע"מ,986,שלוחת מזכרת בתיה,שד' אליהו 5 ,מזכרת בתיה,,,*2407,,,כן,יום ו,מיוחד,22/12/2022,,,,31.854927,34.841625
12,בנק הפועלים בע"מ,987,שלוחת כרמלים,שונית 12 ,חיפה,,,*2407,,,כן,יום ו,מיוחד,27/12/2022,,,,32.814967,34.963695
13,בנק אגוד לישראל בע"מ,51,ירושלים ראשי,בן יהודה 1 ,ירושלים,9462401,,1-599-599-051,,,כן,יום ו,רגיל,01/02/1949,15/12/2022,20001,,35.219344,31.781775
13,בנק אגוד לישראל בע"מ,62,רמת גן,ז'בוטינסקי 1 ,רמת גן,5252005,,1-599-599-062,,,כן,יום ו,רגיל,01/02/1949,19/05/2022,20001,,34.800452,32.082928
13,בנק אגוד לישראל בע"מ,63,תל אביב ראשי,אחוזת בית 6 ,תל אביב -יפו,6514304,,1-599-599-063,,,כן,יום ו,רגיל,01/02/1949,15/12/2022,20001,,34.770454,32.06426
13,בנק אגוד לישראל בע"מ,64,מיקדו,אהרון בקר 8 ,תל אביב -יפו,6964316,,1-599-599-064,,,כן,יום א,רגיל,11/05/2004,06/07/2022,20001,,34.816495,32.12303
13,בנק אגוד לישראל בע"מ,66,גורדון,גורדון 42 ,תל אביב -יפו,6341416,,1-599-599-066,,,לא,יום א,רגיל,01/02/1949,11/01/2022,20001,,34.773687,32.081715
13,בנק אגוד לישראל בע"מ,70,פתח תקוה,ההסתדרות 26 ,פתח תקווה,4954043,,1-599-599-070,,,כן,יום א,רגיל,01/02/1949,25/01/2022,20001,,34.886827,32.086067
13,בנק אגוד לישראל בע"מ,71,אשדוד,שדרות ירושלים 12 ,אשדוד,7752305,,1-599-599-071,,,כן,יום א,רגיל,01/02/1949,15/07/2022,20001,,34.639519,31.795554
13,בנק אגוד לישראל בע"מ,72,הרצליה,סוקולוב 38 ,הרצלייה,4649755,,1-599-599-072,,,לא,יום א,רגיל,01/02/1949,31/01/2022,20001,,34.844708,32.167074
13,בנק אגוד לישראל בע"מ,74,ראשון לציון,משה לוי 11 ,ראשון לציון,7565828,,1-599-599-074,,,לא,יום ו,רגיל,01/02/1949,26/04/2022,20001,,34.774043,31.989113
13,בנק אגוד לישראל בע"מ,75,רעננה,אחוזה 153 153 ,רעננה,4337331,,1-599-599-075,,,כן,יום א,רגיל,28/02/1983,04/07/2022,20001,,34.870682,32.181288
13,בנק אגוד לישראל בע"מ,76,קרית אריה,משה דיין 14 ,פתח תקווה,4951814,,1-599-599-076,,,כן,יום ו,רגיל,27/11/1990,24/05/2022,20001,,34.861778,32.095662
13,בנק אגוד לישראל בע"מ,78,ראש העין,המלאכה 22 ,ראש העין,4809162,,1-599-599-078,,,כן,יום ו,רגיל,15/12/1996,08/07/2022,20001,,34.964501,32.108922
13,בנק אגוד לישראל בע"מ,79,הרצליה פיתוח,הסדנאות 9 ,הרצלייה,4672836,,1-599-599-079,,,כן,יום ו,רגיל,14/06/1998,21/01/2022,20001,,34.80644,32.161023
13,בנק אגוד לישראל בע"מ,81,חיפה ראשי,פלי"ם 6 ,חיפה,3309509,,1-599-599-081,,,לא,יום ו,רגיל,01/02/1949,15/12/2022,20001,,35.000336,32.816731
13,בנק אגוד לישראל בע"מ,83,מרכז הכרמל,מחניים 4 ,חיפה,3463413,,1-599-599-083,,,כן,יום א,רגיל,01/02/1949,14/10/2021,20001,,34.98615,32.803547
13,בנק אגוד לישראל בע"מ,91,נתניה,שטמפפר 17 ,נתניה,4240230,,1-599-599-091,,,כן,יום א,רגיל,01/02/1949,14/06/2022,20001,,34.853753,32.327605
13,בנק אגוד לישראל בע"מ,92,חדרה,הרברט סמואל 57 ,חדרה,3820201,,1-599-599-092,,,לא,יום א,רגיל,01/02/1949,17/12/2021,20001,,34.919315,32.437226
13,בנק אגוד לישראל בע"מ,93,רחובות,אחד העם 1 ,רחובות,7626101,,1-599-599-093,,,כן,יום א,רגיל,01/02/1949,15/12/2022,20001,,34.812181,31.896297
13,בנק אגוד לישראל בע"מ,94,באר שבע,יצחק בן צבי 7 ,באר שבע,8489325,,1-599-599-094,,,כן,יום ו,רגיל,01/02/1949,24/05/2022,20001,,34.798687,31.244128
13,בנק אגוד לישראל בע"מ,95,פולג,הבונים 3 ,נתניה,4250452,,1-599-566-095,,,כן,יום ו,רגיל,10/12/1995,15/12/2022,20001,,34.860666,32.280368
13,בנק אגוד לישראל בע"מ,123,אגוד ישיר,אבא הילל סלבר 13 ,לוד,7129463,,1-700-700-022,,,לא,,מיוחד,24/12/2003,29/12/2022,20001,,34.9,31.965243
13,בנק אגוד לישראל בע"מ,125,מרכז הלוואות,אבא הילל סלבר 13 ,לוד,7129463,,03-6798440,,,לא,,מיוחד,01/06/2015,29/12/2022,20001,,34.9,31.965243
13,בנק אגוד לישראל בע"מ,140,פרימיום מרכז,אחד העם 9 ,תל אביב -יפו,6525101,,1-599-599-140,,,כן,יום ו,רגיל,10/12/2016,25/04/2022,20001,,34.770454,32.06426
13,בנק אגוד לישראל בע"מ,143,אלעד,שמאי 1 ,אלעד,4080101,,1-599-599-143,,,כן,יום א,רגיל,14/12/2004,06/07/2022,20001,,34.950394,32.050887
13,בנק אגוד לישראל בע"מ,144,קרית אונו,שלמה המלך 40 ,קריית אונו,5542136,,1-599-599-144,,,כן,יום א,רגיל,12/04/2005,14/10/2021,20001,,34.863072,32.05497
13,בנק אגוד לישראל בע"מ,146,קרית גת,מלכי ישראל 178 ,קריית גת,8205002,,1-599-599-146,,,לא,יום א,רגיל,08/11/2005,14/12/2021,20001,,34.75876,31.603778
13,בנק אגוד לישראל בע"מ,148,רימונים בני ברק,הירדן 30 ,בני ברק,5137705,,1-599-599-148,,,כן,יום א,רגיל,06/11/2007,26/04/2022,20001,,34.838953,32.09104
13,בנק אגוד לישראל בע"מ,152,הוד השרון,סוקולוב 15 ,הוד השרון,4528444,,1-599-599-152,,,לא,יום א,רגיל,20/11/2007,12/07/2022,20001,,34.902197,32.163689
13,בנק אגוד לישראל בע"מ,153,הקריות,שד' ירושלים 18 ,קריית ביאליק,2703204,,1-599-599-153,,,כן,יום א,רגיל,29/01/2008,27/05/2022,20001,,35.078349,32.824724
13,בנק אגוד לישראל בע"מ,154,מודיעין,גינת עמק זבולון 24 ,מודיעין-מכבים-רעות*,7177683,,1-599-599-154,,,כן,יום א,רגיל,29/07/2008,31/01/2022,20001,,34.997864,31.907249
13,בנק אגוד לישראל בע"מ,155,רמת השרון,סוקולוב 90 ,רמת השרון,4723716,,1-599-599-155,,,כן,יום א,רגיל,16/11/2010,14/10/2021,20001,,34.839809,32.148441
13,בנק אגוד לישראל בע"מ,157,כיכר המדינה,ויצמן 32 ,תל אביב -יפו,6209105,,1-599-599-157,,,כן,יום א,רגיל,20/09/2012,31/12/2021,20001,,34.789425,32.084588
13,בנק אגוד לישראל בע"מ,158,חולון,פנחס אילון 13 ,חולון,5845907,,1-599-599-158,,,כן,יום א,רגיל,26/03/2014,12/07/2022,20001,,34.778362,32.008634
13,בנק אגוד לישראל בע"מ,159,מרכז ראשלצ,ז'בוטינסקי 20 ,ראשון לציון,7522905,,1-599-599-159,,,כן,יום א,רגיל,30/03/2015,18/01/2022,20001,,34.800053,31.96343
13,בנק אגוד לישראל בע"מ,165,רוממה,שמגר 10 ,ירושלים,6525101,,1-599-599-052,,,כן,יום א,רגיל,25/02/2018,09/07/2022,20001,,35.208529,31.793049
13,בנק אגוד לישראל בע"מ,190,נהריה,שד' הגעתון 26 ,נהרייה,2240117,,1-599-599-190,,,כן,יום א,רגיל,01/02/1949,27/05/2022,20001,,35.094702,33.0067
13,בנק אגוד לישראל בע"מ,192,אשקלון,הגדוד העברי 10 ,אשקלון,7859507,,1-599-599-192,,,לא,יום ו,רגיל,01/02/1949,25/01/2022,20001,,34.585473,31.665121
13,בנק אגוד לישראל בע"מ,196,הנהלה,אחוזת בית 6 ,תל אביב -יפו,6514304,,03-5191235,,,לא,,יחידת ביצוע,14/09/2004,29/12/2022,20001,,34.770454,32.06426
13,בנק אגוד לישראל בע"מ,197,הנהלה,אחוזת בית 6 ,תל אביב -יפו,6514304,,03-5191794,,,לא,,יחידת ביצוע,14/09/2004,29/12/2022,20001,,34.770454,32.06426
13,בנק אגוד לישראל בע"מ,198,הנהלה,אחוזת בית 6 ,תל אביב -יפו,6514304,,03-5191235,,,לא,,יחידת ביצוע,14/09/2004,29/12/2022,20001,,34.770454,32.06426
13,בנק אגוד לישראל בע"מ,992,משכנתאות,אחד העם 9 ,תל אביב -יפו,6525101,,03-5191901,,,לא,,יחידת ביצוע,16/02/1999,29/12/2022,20001,,34.770454,32.06426
14,בנק אוצר החייל בע"מ,303,אוצר החייל רמות,יצחק מודעי 30 ,באר שבע,8470137,,,,,כן,יום א,מחלקה,01/05/2023,,,,31.267104,34.81276
14,בנק אוצר החייל בע"מ,309,עפולה,חטיבה תשע 23 ,עפולה,1835514,2161,04-6520200,,*3009,כן,יום ו,מחלקה,01/12/2020,,,,32.611674,35.289606
14,בנק אוצר החייל בע"מ,310,חדרה,הלל יפה 22 ,חדרה,3842401,315,04-6240200,,*3009,כן,יום ו,מחלקה,08/12/2020,,,,32.436591,34.919136
14,בנק אוצר החייל בע"מ,311,פרדס חנה,דרך הבנים 17 דרך הבנים 17 מרכז מסחרי,פרדס חנה-כרכור,3707368,,04-6145200,,,כן,יום א,מיוחד,15/03/2016,,31001,,32.476005,34.976728
14,בנק אוצר החייל בע"מ,312,יבנה,הדוגית 16 הדוגית 16 יבנה,יבנה,8103827,,08-6329200,,,כן,יום א,מיוחד,08/03/2016,01/01/2023,31001,,31.866659,34.735907
14,בנק אוצר החייל בע"מ,313,ראש פינה,האגס 0 קניון סנטר הגליל,ראש פינה,1200000,,04-9009200,,,כן,יום א,מחלקה,01/09/2003,,31001,,32.969229,35.550289
14,בנק אוצר החייל בע"מ,314,גלילות,מתחם גלילות 0 ,רמת השרון,,,03-5497224,,,כן,יום ו,מיוחד,01/12/2003,,31001,,32.145877,34.818276
14,בנק אוצר החייל בע"מ,315,מודיעין,ערער 14 ערער פינת הפיקוס  מודיעין,מודיעין-מכבים-רעות*,7177076,,08-8615200,,,כן,יום א,מחלקה,09/05/2005,,31001,,31.900233,35.009057
14,בנק אוצר החייל בע"מ,316,רמת פולג,טום לנטוס 1 ,נתניה,4201233,,09-8641200,,,כן,יום ו,מחלקה,01/01/2019,,31001,,32.311847,34.872496
14,בנק אוצר החייל בע"מ,317,פתח תקוה - כפר-גנים,העצמאות 65 קניון כפר גנים,פתח תקווה,4937999,,03-9780200,,,כן,יום א,מיוחד,16/07/2006,,31001,,32.074236,34.869623
14,בנק אוצר החייל בע"מ,318,נווה זאב,יוהנה ז'בוטינסקי 7 ,באר שבע,8425807,,08-6405200,,,כן,יום א,מיוחד,01/04/2014,,31001,,31.240037,34.775904
14,בנק אוצר החייל בע"מ,319,נהריה,שד' הגעתון 41 ,נהרייה,2242021,419,04-9518200,,*3009,כן,יום ו,מחלקה,09/05/2021,,,,33.006712,35.092426
14,בנק אוצר החייל בע"מ,321,המרכז למימון מתמחה,שד' רוטשילד 42 ,תל אביב -יפו,6688310,,03-5196111,,,כן,,יחידת ביצוע,13/11/2006,,31001,,32.063584,34.774263
14,בנק אוצר החייל בע"מ,322,גבעתיים,הורודצקי 10 ,תל אביב -יפו,,,03-7334778,,,כן,יום ו,מיוחד,20/07/2001,,31001,,32.063827,34.800692
14,בנק אוצר החייל בע"מ,324,טבריה,ככר רבין (רסקו) 1 ,טבריה,1420701,28,04-6700200,,,כן,יום ו,מחלקה,15/12/2020,,,,32.788634,35.541943
14,בנק אוצר החייל בע"מ,329,יוקנעם,שד' רבין 9 ,יקנעם עילית,2069201,,04-6642200,,*3009,כן,יום א,מחלקה,09/05/2021,,,,32.642614,35.091999
14,בנק אוצר החייל בע"מ,330,רמת גן,ביאליק 10 ,רמת גן,5245105,,03-6757200,,*3009,כן,יום א,מחלקה,09/05/2021,,,,32.079725,34.817188
14,בנק אוצר החייל בע"מ,332,קרית ההדרכה,עיר הבהד"ים 0 ,ירוחם,8413302,,08-6695200,,,כן,יום ו,מיוחד,02/07/2017,,31001,,31.058881,34.845233
14,בנק אוצר החייל בע"מ,334,"חבר",בסיס תל השומר 0 ,רמת גן,,,03-7177452,,,כן,יום ו,יחידת ביצוע,01/08/2012,,31001,,32.049707,34.850721
14,בנק אוצר החייל בע"מ,335,כפר סבא הירוקה אוצה"ח,רפפורט 1 ,כפר סבא,4465142,,09-7784200,,,כן,יום א,מחלקה,01/03/2021,,,,32.192003,34.891372
14,בנק אוצר החייל בע"מ,336,חיל הים - חיפה,0 0 ב"ח חיפה  בת-גלים  חיפה,חיפה,,,04-8138230,,,כן,יום ו,מיוחד,19/07/2010,,31001,,32.834478,34.981453
14,בנק אוצר החייל בע"מ,338,לקוחות נבחרים,ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,7565841,,03-7102223,,,כן,יום ו,יחידת ביצוע,28/06/2008,,31001,,31.985011,34.768895
14,בנק אוצר החייל בע"מ,342,נבטים,מחנה עדי  ערד 0 ,ערד,8554000,,08-6501516,,,לא,יום ו,מיוחד,04/06/1985,,31001,,31.204999,35.046022
14,בנק אוצר החייל בע"מ,343,אריאל,אורי בר-און 2 ,אריאל,4070403,11815,03-9371200,,,כן,יום א,רגיל,25/06/1986,,31001,,32.104767,35.175582
14,בנק אוצר החייל בע"מ,344,ראשון לציון,רוטשילד 14 ,ראשון לציון,7526707,1,03-9571222,,,כן,יום ו,מחלקה,01/08/1991,,31001,,32.023111,34.776235
14,בנק אוצר החייל בע"מ,345,רעות,מרכז מסחרי רעות 0 ד.נ. מודיעין,מודיעין-מכבים-רעות*,7190800,1017,08-9269666,,,כן,יום א,רגיל,15/09/1991,,31001,,31.886737,35.017569
14,בנק אוצר החייל בע"מ,346,נתניה,הרצל 5 ,נתניה,4240003,2080,09-8893200,,,כן,יום א,מחלקה,18/01/1992,,31001,,32.329968,34.85567
14,בנק אוצר החייל בע"מ,348,אפק,יגאל אלון 18 מרכז מסחרי שפיר,ראש העין,4863087,,03-9003200,,,כן,יום א,רגיל,10/07/1994,,31001,,32.086187,34.978996
14,בנק אוצר החייל בע"מ,349,אשקלון,שד ירושלים 119 ,אשקלון,7861785,450,08-6799200,,,כן,יום א,רגיל,10/10/1993,,31001,,31.690885,34.578468
14,בנק אוצר החייל בע"מ,350,מת"מ אומגה,נחום חת 1 א"ת מת"מ - טירת הכרמל,טירת כרמל,3900000,15034,04-8134200,,,כן,יום א,מיוחד,15/02/1998,,31001,,32.784664,34.962384
14,בנק אוצר החייל בע"מ,355,אשדוד,שד' מנחם בגין 7 מרכז צימר  ככר הסיטי,אשדוד,7766813,,08-8578300,,,כן,יום א,רגיל,01/03/1995,,31001,,31.788422,34.641645
14,בנק אוצר החייל בע"מ,357,הסניף המרכזי,שד' רוטשילד 42 ,תל אביב -יפו,6688310,29036,03-7556111,,,כן,יום ו,מחלקה,01/06/2003,,31001,,32.086396,34.800269
14,בנק אוצר החייל בע"מ,358,אוצר החייל יהוד,דרך העצמאות 56 ,יהוד-מונוסון,5630425,1057,03-5393200,,,כן,יום ו,מחלקה,15/10/2021,,,,32.027826,34.891127
14,בנק אוצר החייל בע"מ,359,אוצר החייל קרית גת,הזית 54 השוק החדש,קריית גת,8202009,38,08-6670200,,,כן,יום ו,מחלקה,15/10/2021,,,,31.603875,34.770155
14,בנק אוצר החייל בע"מ,360,קרית שמונה אוצר החייל,שד' תל חי פינת סלינגר 1 ,קריית שמונה,1103215,,04-6836200,,,כן,יום ו,מחלקה,15/10/2021,,,,33.211031,34.570094
14,בנק אוצר החייל בע"מ,361,החשמונאים,החשמונאים 84 ,תל אביב -יפו,6713203,,03-5635353,,,כן,יום ו,רגיל,01/02/1949,,31001,,32.069466,34.784658
14,בנק אוצר החייל בע"מ,362,מפרץ חיפה,החרושת 0 מתחם חוצות המפרץ (צומת וולקן),חיפה,,,04-8813200,,,כן,יום א,רגיל,25/05/1995,,31001,,32.808212,35.054397
14,בנק אוצר החייל בע"מ,363,באר שבע,בן צבי 9 ,באר שבע,8489327,290,08-6299444,,,כן,יום א,מחלקה,01/02/1949,,31001,,31.244345,34.800938
14,בנק אוצר החייל בע"מ,365,צהלה,צה"ל 71 ,תל אביב -יפו,6993432,,03-7685200,,,כן,יום א,רגיל,01/02/1949,,31001,,32.121855,34.834879
14,בנק אוצר החייל בע"מ,366,תל נוף,בסיס צבאי  מחנה תל-נוף 0 ,גדרה,7071000,3500,08-8596995,,,כן,יום ו,מיוחד,31/01/1965,,31001,,31.82232,34.819498
